"ID","SCLC2001","SCLC2002","SCLC2003","SCLC2004","SCLC2005","SCLC2006","SCLC2007","SCLC2008","SCLC2009","SCLC2010","SCLC2011","SCLC2012","SCLC2013","SCLC2014","SCLC2015","SCLC2016","SCLC2017","SCLC2018","SCLC2019","SCLC2020","SCLC2021","SCLC2022","SCLC2023"
14764,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14765,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14766,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14767,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14768,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14769,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14770,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14771,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14772,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","Increase_actorCount_Increase_percNeg","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14773,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14774,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14775,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14776,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14777,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14778,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14779,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14780,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14781,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14782,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14783,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14784,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14785,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14786,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14787,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA"
14788,"NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","NA_NA","Increase_actorCount_Increase_percNeg","Decrease_actorCount_Increase_percNeg","NA_NA"
